Customer_ID,Customer_Name,Last_Purchase,Frequency,Monetary,Profit,Recency,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,AOV
DK-13375,Dennis Kane,2017-12-11,8,3318.486,377.0799,20,5,4,4,13,Champions,414.81075
KH-16330,Katharine Harms,2017-11-20,8,3312.864,454.7871,41,4,4,4,12,Champions,414.108
RF-19345,Randy Ferguson,2016-12-05,8,3309.15,633.7072000000001,391,1,4,4,9,Loyal Customers,413.64375
RR-19525,Rick Reed,2017-07-13,6,3302.2619999999997,721.6826,171,2,3,4,9,At Risk - High Value,550.377
BD-11605,Brian Dahlen,2017-09-24,7,3288.471,634.8463,98,3,3,4,10,Potential Loyalists,469.78157142857145
BS-11665,Brian Stugart,2016-05-27,3,3288.1099999999997,238.73680000000002,583,1,1,4,6,At Risk - High Value,1096.0366666666666
RW-19630,Rob Williams,2017-10-02,9,3279.746,698.8325,90,3,5,4,12,Loyal Customers,364.41622222222225
DL-12925,Daniel Lacy,2017-11-03,6,3272.2,4.213200000000029,58,3,3,4,10,Potential Loyalists,545.3666666666667
DK-12835,Damala Kotsonis,2017-12-09,12,3256.48,881.1228000000001,22,5,5,4,14,Champions,271.37333333333333
AS-10090,Adam Shillingsburg,2017-12-02,9,3255.31,64.53739999999998,29,4,5,4,13,Champions,361.7011111111111
JO-15145,Jack O'Briant,2017-11-03,9,3254.949,581.4045,58,3,5,4,12,Loyal Customers,361.661
AH-10075,Adam Hart,2017-11-26,10,3250.337,281.189,35,4,5,4,13,Champions,325.0337
HG-14965,Henry Goldwyn,2017-12-07,12,3247.642,-2797.9635000000003,24,5,5,4,14,Champions,270.6368333333333
LC-16960,Lindsay Castell,2016-10-20,4,3246.626,299.48019999999997,437,1,1,4,6,At Risk - High Value,811.6565
CT-11995,Carol Triggs,2017-09-25,8,3241.898,161.22629999999995,97,3,4,4,11,Loyal Customers,405.23725
EB-13750,Edward Becker,2017-11-25,10,3236.314,-80.28599999999999,36,4,5,4,13,Champions,323.6314
SR-20425,Sharelle Roach,2017-12-22,5,3233.481,-3333.9144,9,5,2,4,11,Recent Customers,646.6962000000001
LW-16990,Lindsay Williams,2017-11-27,6,3230.308,662.8339000000001,34,4,3,4,11,Recent Customers,538.3846666666667
RS-19420,Ricardo Sperren,2017-10-15,5,3221.29,633.4513999999999,77,3,2,4,9,Potential Loyalists,644.258
AS-10285,Alejandro Savely,2017-12-11,6,3214.236,354.62760000000003,20,5,3,4,12,Recent Customers,535.706
MP-17470,Mark Packer,2016-01-11,7,3206.132,600.2873,720,1,4,4,9,Loyal Customers,458.01885714285714
CS-12355,Christine Sundaresam,2017-12-24,11,3202.1620000000003,831.9432,7,5,5,4,14,Champions,291.1056363636364
BT-11680,Brian Thompson,2017-12-10,7,3196.752,447.74839999999995,21,5,3,4,12,Recent Customers,456.6788571428571
DG-13300,Deirdre Greer,2017-11-28,5,3195.818,562.7761,33,4,2,4,10,Recent Customers,639.1636000000001
JL-15505,Jeremy Lonsdale,2017-11-11,6,3173.874,591.7163,50,4,3,4,11,Recent Customers,528.9789999999999
GM-14680,Greg Matthias,2017-07-31,6,3163.628,35.48649999999999,153,2,3,4,9,At Risk - High Value,527.2713333333334
JM-15250,Janet Martin,2017-11-23,6,3159.1220000000003,19.82350000000004,38,4,3,4,11,Recent Customers,526.5203333333334
CK-12205,Chloris Kastensmidt,2017-11-21,13,3154.855,141.2831,40,4,5,4,13,Champions,242.68115384615385
KB-16240,Karen Bern,2017-12-26,7,3152.6150000000002,763.9076,5,5,4,4,13,Champions,450.37357142857144
MS-17770,Maxwell Schwartz,2017-08-31,9,3144.678,280.85839999999996,122,2,5,4,11,Loyal Customers,349.40866666666665
RD-19900,Ruben Dartt,2017-09-07,9,3133.924,455.5292,115,2,5,4,11,Loyal Customers,348.21377777777775
TN-21040,Tanja Norvell,2017-10-01,7,3130.221,-692.0452,91,3,4,4,11,Loyal Customers,447.17442857142856
SN-20710,Steve Nguyen,2017-10-12,7,3127.9592,481.74989999999997,80,3,4,4,11,Loyal Customers,446.85131428571424
SG-20605,Speros Goranitis,2017-09-13,6,3124.832,463.269,109,2,3,4,9,At Risk - High Value,520.8053333333334
KH-16360,Katherine Hughes,2017-12-29,6,3100.612,528.2051,2,5,3,4,12,Recent Customers,516.7686666666667
PG-18820,Patrick Gardner,2017-11-24,13,3086.907,137.46130000000002,37,4,5,4,13,Champions,237.45438461538464
EH-14125,Eugene Hildebrand,2017-07-31,10,3082.653,96.27019999999999,153,2,5,4,11,Loyal Customers,308.26529999999997
GM-14455,Gary Mitchum,2017-12-14,6,3078.624,793.2814000000001,17,5,3,4,12,Recent Customers,513.1039999999999
EB-14110,Eugene Barchas,2017-09-08,6,3071.126,184.7656,114,2,3,4,9,At Risk - High Value,511.8543333333334
MG-18145,Mike Gockenbach,2017-10-07,4,3061.543,-93.603,85,3,2,4,9,Potential Loyalists,765.38575
TG-21310,Toby Gnade,2017-01-27,5,3058.372,682.1704,338,1,3,4,8,At Risk - High Value,611.6744
KT-16465,Kean Takahito,2016-12-04,7,3057.1,254.0032,392,1,4,4,9,Loyal Customers,436.7285714285714
SS-20410,Shahid Shariari,2017-09-11,6,3056.8070000000002,-1010.9738,111,2,3,4,9,At Risk - High Value,509.4678333333334
SL-20155,Sara Luxemburg,2017-10-21,7,3053.012,527.9715,71,3,4,4,11,Loyal Customers,436.14457142857145
AS-10045,Aaron Smayling,2017-10-03,7,3050.692,-253.57459999999998,89,3,3,4,10,Potential Loyalists,435.81314285714285
CA-12775,Cynthia Arntzen,2017-09-01,7,3041.566,204.48950000000002,121,2,3,4,9,At Risk - High Value,434.50942857142854
CS-11950,Carlos Soltero,2017-12-05,11,3036.547,-126.4223,26,5,5,4,14,Champions,276.0497272727273
LS-16975,Lindsay Shagiari,2017-12-10,9,2988.674,262.63669999999996,21,5,5,4,14,Champions,332.0748888888889
MH-18025,Michelle Huthwaite,2017-11-11,5,2984.948,476.9032,50,4,2,4,10,Recent Customers,596.9896
FA-14230,Frank Atkinson,2017-09-24,7,2984.054,520.5229,98,3,3,4,10,Potential Loyalists,426.2934285714286
DB-13120,David Bremer,2017-11-12,7,2973.094,-1421.7692,49,4,3,4,11,Recent Customers,424.7277142857143
NS-18640,Noel Staavos,2017-07-09,13,2964.823,-234.7714,175,2,5,4,11,Loyal Customers,228.0633076923077
TM-21010,Tamara Manning,2017-09-18,8,2955.2259999999997,573.3013,104,2,4,4,10,Loyal Customers,369.40324999999996
CK-12325,Christine Kargatis,2017-09-01,5,2945.321,261.22090000000003,121,2,2,4,8,At Risk - High Value,589.0642
TH-21115,Thea Hudgings,2017-11-02,4,2942.772,-252.5539,59,3,2,4,9,Potential Loyalists,735.693
LT-17110,Liz Thompson,2017-11-26,8,2936.252,320.973,35,4,4,4,12,Champions,367.0315
BC-11125,Becky Castell,2017-06-11,9,2933.676,251.5974,203,2,5,4,11,Loyal Customers,325.964
JK-16120,Julie Kriz,2017-09-04,10,2932.484,122.6566,118,2,5,4,11,Loyal Customers,293.2484
SW-20455,Shaun Weien,2017-07-21,7,2921.544,793.6548,163,2,4,4,10,Loyal Customers,417.3634285714285
ML-17410,Maris LaWare,2017-11-06,6,2921.5,-76.17550000000003,55,3,3,4,10,Potential Loyalists,486.9166666666667
RD-19585,Rob Dowd,2017-07-03,10,2912.8940000000002,734.5158,181,2,5,4,11,Loyal Customers,291.2894
CY-12745,Craig Yedwab,2017-10-31,8,2900.026,60.64670000000001,61,3,4,4,11,Loyal Customers,362.50325
ND-18460,Neil Ducich,2017-06-30,6,2893.455,443.33680000000004,184,2,3,4,9,At Risk - High Value,482.2425
MT-17815,Meg Tillman,2017-11-11,6,2890.139,509.0068,50,4,3,4,11,Recent Customers,481.68983333333335
BF-11020,Barry Französisch,2017-10-17,8,2888.506,302.02,75,3,4,4,11,Loyal Customers,361.06325
DS-13180,David Smith,2017-12-07,9,2881.8128,163.6993,24,5,5,4,14,Champions,320.2014222222222
PV-18985,Paul Van Hugh,2017-10-02,5,2876.046,434.52840000000003,90,3,2,4,9,Potential Loyalists,575.2092
IM-15055,Ionia McGrath,2016-11-16,3,2872.63,975.7701,410,1,1,4,6,At Risk - High Value,957.5433333333334
CC-12430,Chuck Clark,2017-12-30,10,2870.05,424.6583,1,5,5,4,14,Champions,287.005
CC-12685,Craig Carroll,2015-10-23,4,2854.1150000000002,850.1591,800,1,1,4,6,At Risk - High Value,713.5287500000001
AW-10930,Arthur Wiediger,2017-11-14,7,2852.968,-104.5486,47,4,3,4,11,Recent Customers,407.56685714285715
EA-14035,Erin Ashbrook,2017-07-31,13,2846.705,-52.74059999999998,153,2,5,4,11,Loyal Customers,218.97730769230768
LS-16945,Linda Southworth,2017-07-05,6,2845.27,-318.77369999999996,179,2,3,4,9,At Risk - High Value,474.21166666666664
DB-12970,Darren Budd,2017-05-03,5,2839.2272,213.00289999999998,242,1,2,4,7,At Risk - High Value,567.8454399999999
JM-16195,Justin MacKendrick,2017-11-03,10,2833.9260000000004,754.1144,58,3,5,4,12,Loyal Customers,283.3926
CV-12295,Christina VanderZanden,2017-04-20,5,2830.6279999999997,493.0861,255,1,2,4,7,At Risk - High Value,566.1256
TS-21610,Troy Staebel,2017-11-05,7,2820.424,-294.6981,56,3,4,4,11,Loyal Customers,402.9177142857143
GH-14410,Gary Hansen,2017-10-16,9,2819.4669999999996,-576.8335,76,3,5,4,12,Loyal Customers,313.2741111111111
BG-11035,Barry Gonzalez,2017-12-02,8,2798.948,-711.4274,29,4,4,4,12,Champions,349.8685
TB-21625,Trudy Brown,2017-11-30,9,2797.668,379.882,31,4,5,4,13,Champions,310.85200000000003
RD-19660,Robert Dilbeck,2017-09-07,5,2786.632,835.772,115,2,2,4,8,At Risk - High Value,557.3264
JC-15775,John Castell,2017-07-25,9,2772.055,279.56919999999997,159,2,5,4,11,Loyal Customers,308.00611111111107
PF-19165,Philip Fox,2017-06-17,6,2770.0,196.87389999999996,197,2,3,4,9,At Risk - High Value,461.6666666666667
EB-13870,Emily Burns,2017-09-21,10,2767.219,261.5315,101,3,5,4,12,Loyal Customers,276.7219
CS-12250,Chris Selesnick,2017-12-04,12,2754.216,738.3626,27,5,5,4,14,Champions,229.518
MM-18055,Michelle Moray,2017-10-30,8,2749.881,-520.3443,62,3,4,3,10,Loyal Customers,343.735125
KB-16585,Ken Black,2017-05-14,12,2744.742,579.3551,231,1,5,3,9,Loyal Customers,228.72850000000003
LL-16840,Lauren Leatherbury,2017-04-25,6,2741.2039999999997,560.0078,250,1,3,3,7,At Risk - High Spend,456.8673333333333
MC-17275,Marc Crier,2017-10-15,8,2725.982,461.0014,77,3,4,3,10,Loyal Customers,340.74775
JL-15850,John Lucas,2016-04-25,6,2725.256,779.9046,615,1,3,3,7,At Risk - High Spend,454.2093333333333
ML-17395,Marina Lichtenstein,2017-10-22,9,2722.843,684.9162,70,3,5,3,11,Loyal Customers,302.5381111111111
JK-15370,Jay Kimmel,2017-11-16,8,2709.632,330.2838,45,4,4,3,11,Loyal Customers,338.704
JE-16165,Justin Ellison,2017-12-10,3,2697.248,789.6476,21,5,1,3,9,Recent Customers,899.0826666666667
BT-11530,Bradley Talbott,2017-09-30,5,2684.4919999999997,409.4983,92,3,2,3,8,Potential Loyalists,536.8983999999999
BO-11350,Bill Overfelt,2017-08-15,5,2682.728,278.77700000000004,138,2,2,3,7,Inactive,536.5456
FO-14305,Frank Olsen,2017-11-22,10,2678.438,215.59689999999998,39,4,5,3,12,Loyal Customers,267.8438
NH-18610,Nicole Hansen,2017-06-24,7,2673.29,760.1666,190,2,4,3,9,Loyal Customers,381.8985714285714
RB-19435,Richard Bierner,2017-12-11,8,2663.0860000000002,477.23990000000003,20,5,4,3,12,Loyal Customers,332.88575000000003
EJ-14155,Eva Jacobs,2017-11-03,5,2656.691,451.87550000000005,58,3,2,3,8,Potential Loyalists,531.3381999999999
DK-13090,Dave Kipp,2017-11-18,7,2650.557,536.3935,43,4,3,3,10,Recent Customers,378.65099999999995
CA-12265,Christina Anderson,2017-11-04,9,2648.2872,279.6183,57,3,5,3,11,Loyal Customers,294.25413333333336
LC-17140,Logan Currie,2017-12-17,9,2633.582,231.12520000000004,14,5,5,3,13,Loyal Customers,292.6202222222222
RA-19285,Ralph Arnett,2017-12-25,9,2617.906,546.0882,6,5,5,3,13,Loyal Customers,290.8784444444444
KN-16390,Katherine Nockton,2017-12-11,9,2617.272,-151.1518,20,5,5,3,13,Loyal Customers,290.808
SO-20335,Sean O'Donnell,2017-12-01,6,2602.5755,-81.0858,30,4,3,3,10,Recent Customers,433.76258333333334
SU-20665,Stephanie Ulpright,2017-12-10,7,2595.364,763.4719,21,5,4,3,12,Loyal Customers,370.76628571428574
HA-14920,Helen Andreada,2017-12-10,8,2584.158,99.1445,21,5,4,3,12,Loyal Customers,323.01975
AG-10270,Alejandro Grove,2017-03-27,5,2582.898,732.7399,279,1,2,3,6,Inactive,516.5796
LC-16870,Lena Cacioppo,2017-12-03,8,2580.7039999999997,-188.25110000000004,28,4,4,3,11,Loyal Customers,322.58799999999997
SC-20695,Steve Chapman,2017-10-02,10,2576.408,611.8291,90,3,5,3,11,Loyal Customers,257.6408
NS-18505,Neola Schneider,2017-12-24,4,2575.863,-12.303999999999997,7,5,2,3,10,Recent Customers,643.96575
BT-11305,Beth Thompson,2017-01-28,5,2567.656,417.5918,337,1,2,3,6,Inactive,513.5312
EM-13810,Eleni McCrary,2017-08-20,5,2567.0099999999998,-133.8275,133,2,2,3,7,Inactive,513.4019999999999
MZ-17515,Mary Zewe,2017-03-23,6,2564.906,787.7503,283,1,3,3,7,At Risk - High Spend,427.4843333333333
BS-11755,Bruce Stewart,2017-12-29,7,2562.382,-113.29840000000003,2,5,3,3,11,Recent Customers,366.0545714285714
DE-13255,Deanra Eno,2016-01-11,5,2550.874,464.47139999999996,720,1,2,3,6,Inactive,510.17479999999995
CC-12610,Corey Catlett,2017-11-26,7,2540.631,331.434,35,4,3,3,10,Recent Customers,362.94728571428567
AC-10615,Ann Chong,2017-12-24,5,2537.6859999999997,298.8273,7,5,2,3,10,Recent Customers,507.5371999999999
CM-12160,Charles McCrossin,2017-12-04,6,2533.314,-394.3686,27,5,3,3,11,Recent Customers,422.219
HF-14995,Herbert Flentye,2017-12-09,7,2533.1639999999998,-13.876799999999989,22,5,4,3,12,Loyal Customers,361.8805714285714
FM-14380,Fred McMath,2017-08-07,9,2523.266,191.4898,146,2,5,3,10,Loyal Customers,280.3628888888889
JB-16045,Julia Barnett,2017-12-23,5,2518.115,201.51850000000002,8,5,2,3,10,Recent Customers,503.62299999999993
JS-16030,Joy Smith,2017-12-02,6,2516.494,-311.25749999999994,29,4,3,3,10,Recent Customers,419.4156666666667
DJ-13510,Don Jones,2017-11-12,8,2501.6879999999996,345.2521,49,4,4,3,11,Loyal Customers,312.71099999999996
AH-10465,Amy Hunt,2017-05-14,5,2495.3916,-196.12009999999998,231,1,2,3,6,Inactive,499.07831999999996
PO-18865,Patrick O'Donnell,2017-12-30,7,2493.214,437.8533,1,5,4,3,12,Loyal Customers,356.1734285714286
NZ-18565,Nick Zandusky,2017-10-06,9,2488.31,402.4236,86,3,5,3,11,Loyal Customers,276.4788888888889
MN-17935,Michael Nguyen,2017-11-26,6,2477.946,290.8227,35,4,3,3,10,Recent Customers,412.991
BP-11290,Beth Paige,2017-12-18,7,2475.157,-319.0637,13,5,3,3,11,Recent Customers,353.5938571428572
CC-12145,Charles Crestani,2017-09-15,7,2471.65,392.2825,107,2,3,3,8,At Risk - High Spend,353.09285714285716
NC-18340,Nat Carroll,2017-05-20,5,2461.404,580.3075,225,2,2,3,7,Inactive,492.2808
FM-14215,Filia McAdams,2017-12-23,10,2456.638,249.6808,8,5,5,3,13,Loyal Customers,245.66379999999998
MH-17455,Mark Hamilton,2017-10-06,8,2456.1820000000002,484.77330000000006,86,3,4,3,10,Loyal Customers,307.02275000000003
BS-11590,Brendan Sweed,2017-11-25,6,2454.928,381.7807,36,4,3,3,10,Recent Customers,409.1546666666666
VM-21685,Valerie Mitchum,2017-11-06,7,2454.866,513.5269,55,3,4,3,10,Loyal Customers,350.69514285714286
GZ-14545,George Zrebassa,2017-07-26,4,2454.6220000000003,828.661,158,2,1,3,6,Inactive,613.6555000000001
MA-17995,Michelle Arnett,2017-06-27,6,2453.284,280.7822,187,2,3,3,8,At Risk - High Spend,408.8806666666667
BP-11095,Bart Pistole,2017-12-13,12,2442.044,433.9751,18,5,5,3,13,Loyal Customers,203.50366666666665
MC-17590,Matt Collister,2017-11-09,6,2426.067,288.98409999999996,52,4,3,3,10,Recent Customers,404.3445
TH-21100,Thea Hendricks,2017-01-20,5,2422.824,-135.2125,345,1,3,3,7,At Risk - High Spend,484.5648
MH-17290,Marc Harrigan,2017-09-02,6,2394.025,28.761200000000038,120,2,3,3,8,At Risk - High Spend,399.00416666666666
DF-13135,David Flashing,2016-01-30,3,2390.534,-259.3097,701,1,1,3,5,Inactive,796.8446666666667
XP-21865,Xylona Preis,2017-11-17,11,2374.658,621.23,44,4,5,3,12,Loyal Customers,215.878
CK-12595,Clytie Kelty,2017-11-17,11,2372.75,497.70980000000003,44,4,5,3,12,Loyal Customers,215.70454545454547
JF-15415,Jennifer Ferguson,2017-12-28,6,2371.448,635.6376,3,5,3,3,11,Recent Customers,395.24133333333333
CV-12805,Cynthia Voltz,2017-12-25,9,2370.3136,98.99749999999999,6,5,5,3,13,Loyal Customers,263.36817777777776
NR-18550,Nick Radford,2017-06-03,5,2367.277,-25.148799999999966,211,2,2,3,7,Inactive,473.4554
JG-15115,Jack Garza,2015-12-03,3,2358.676,684.1911,759,1,1,3,5,Inactive,786.2253333333333
AG-10495,Andrew Gjertsen,2017-10-13,8,2356.855,295.6668,79,3,4,3,10,Loyal Customers,294.606875
CL-12700,Craig Leslie,2017-09-16,5,2353.586,229.00990000000002,106,2,2,3,7,Inactive,470.71719999999993
MG-17680,Maureen Gastineau,2017-09-29,4,2350.188,25.888599999999972,93,3,2,3,8,Potential Loyalists,587.547
RF-19735,Roland Fjeld,2017-10-02,7,2341.2960000000003,711.6168,90,3,4,3,10,Loyal Customers,334.4708571428572
EM-13825,Elizabeth Moffitt,2017-11-05,8,2339.598,682.5541999999999,56,3,4,3,10,Loyal Customers,292.44975
DB-13210,Dean Braden,2017-12-21,10,2332.577,169.9679,10,5,5,3,13,Loyal Customers,233.25770000000003
CM-12235,Chris McAfee,2016-12-10,5,2305.712,365.0387,386,1,2,3,6,Inactive,461.1424
MK-17905,Michael Kennedy,2017-12-02,8,2302.368,-405.3559,29,4,4,3,11,Loyal Customers,287.796
LH-16900,Lena Hernandez,2017-12-09,9,2295.332,526.0727,22,5,5,3,13,Loyal Customers,255.03688888888888
KN-16705,Kristina Nunn,2017-09-23,8,2280.58,329.76250000000005,99,3,4,3,10,Loyal Customers,285.0725
JF-15190,Jamie Frazer,2017-10-26,7,2279.5860000000002,575.1259,66,3,4,3,10,Loyal Customers,325.6551428571429
FH-14350,Fred Harton,2017-06-01,4,2271.284,706.289,213,2,1,3,6,Inactive,567.821
CC-12670,Craig Carreira,2017-12-01,7,2269.7015,187.8399,30,4,3,3,10,Recent Customers,324.24307142857145
BE-11410,Bobby Elias,2017-09-23,5,2261.438,755.9150999999999,99,3,2,3,8,Potential Loyalists,452.2876
KM-16225,Kalyca Meade,2017-12-16,6,2260.958,635.1057000000001,15,5,3,3,11,Recent Customers,376.82633333333337
MC-17605,Matt Connell,2017-09-09,8,2258.192,195.4486,113,2,4,3,9,Loyal Customers,282.274
JH-16180,Justin Hirsh,2016-11-21,4,2256.3940000000002,-96.95300000000002,405,1,1,3,5,Inactive,564.0985000000001
MY-17380,Maribeth Yedwab,2017-12-01,7,2254.285,319.1211,30,4,4,3,11,Loyal Customers,322.0407142857143
KD-16615,Ken Dana,2017-03-16,5,2243.5099999999998,539.7219,290,1,2,3,6,Inactive,448.70199999999994
TS-21505,Tony Sayre,2017-12-19,6,2243.274,11.377899999999983,12,5,3,3,11,Recent Customers,373.87899999999996
JG-15310,Jason Gross,2017-12-28,6,2240.58,3.7976000000000063,3,5,3,3,11,Recent Customers,373.43
LW-16825,Laurel Workman,2017-10-03,5,2238.061,32.5767,89,3,2,3,8,Potential Loyalists,447.61220000000003
AR-10405,Allen Rosenblatt,2017-08-27,5,2236.128,-98.7646,126,2,2,3,7,Inactive,447.22560000000004
GG-14650,Greg Guthrie,2017-11-17,9,2224.0,12.698500000000008,44,4,5,3,12,Loyal Customers,247.11111111111111
NC-18415,Nathan Cano,2017-11-19,6,2218.9900000000002,-2204.8072,42,4,3,3,10,Recent Customers,369.8316666666667
MC-18100,Mick Crebagga,2017-11-19,10,2218.98,-64.1668,42,4,5,3,12,Loyal Customers,221.898
DP-13105,Dave Poirier,2017-12-24,8,2215.002,563.1761,7,5,4,3,12,Loyal Customers,276.87525
PF-19225,Phillip Flathmann,2017-09-07,5,2206.1279999999997,591.3118000000001,115,2,2,3,7,Inactive,441.22559999999993
MH-17785,Maya Herman,2017-09-23,7,2203.7780000000002,238.5614,99,3,4,3,10,Loyal Customers,314.82542857142863
JL-15235,Janet Lee,2017-09-02,5,2203.7,54.51740000000002,120,2,2,3,7,Inactive,440.73999999999995
JR-16210,Justin Ritter,2017-11-27,5,2201.686,452.37300000000005,34,4,2,3,9,Recent Customers,440.33720000000005
EN-13780,Edward Nazzal,2017-03-18,4,2199.366,496.1131,288,1,1,3,5,Inactive,549.8415
TB-21280,Toby Braunhardt,2016-05-26,6,2198.45,490.9567,584,1,3,3,7,At Risk - High Spend,366.4083333333333
GW-14605,Giulietta Weimer,2017-12-02,7,2189.019,-268.54229999999995,29,4,3,3,10,Recent Customers,312.717
BT-11395,Bill Tyler,2017-03-03,6,2186.6130000000003,257.9163,303,1,3,3,7,At Risk - High Spend,364.43550000000005
PS-18760,Pamela Stobb,2017-09-14,6,2181.479,-134.441,108,2,3,3,8,At Risk - High Spend,363.5798333333333
SH-20395,Shahid Hopkins,2017-12-07,10,2180.718,-144.5229,24,5,5,3,13,Loyal Customers,218.0718
KN-16450,Kean Nguyen,2017-11-08,5,2171.962,114.3083,53,4,2,3,9,Recent Customers,434.3924
DB-12910,Daniel Byrd,2017-12-09,8,2171.599,431.3748,22,5,4,3,12,Loyal Customers,271.449875
RP-19855,Roy Phan,2017-12-02,8,2170.716,594.5868,29,4,4,3,11,Loyal Customers,271.3395
TS-21160,Theresa Swint,2016-08-13,6,2163.6240000000003,260.87440000000004,505,1,3,3,7,At Risk - High Spend,360.60400000000004
HA-14905,Helen Abelman,2017-10-22,7,2163.3,270.8574,70,3,3,3,9,Potential Loyalists,309.04285714285714
EJ-13720,Ed Jacobs,2017-03-03,4,2162.174,387.0176,303,1,1,3,5,Inactive,540.5435
NM-18520,Neoma Murray,2017-04-30,10,2161.979,788.9525000000001,245,1,5,3,9,Loyal Customers,216.19789999999998
JD-15790,John Dryer,2017-09-04,5,2152.352,-266.55249999999995,118,2,2,3,7,Inactive,430.4704
CR-12580,Clay Rozendal,2017-11-03,4,2148.852,74.40129999999999,58,3,1,3,7,Potential Loyalists,537.213
DN-13690,Duane Noonan,2017-05-27,7,2139.79,540.5405000000001,218,2,3,3,8,At Risk - High Spend,305.6842857142857
KC-16255,Karen Carlisle,2016-11-18,6,2120.954,846.1217,408,1,3,3,7,At Risk - High Spend,353.49233333333336
SH-20635,Stefanie Holloman,2015-11-26,2,2096.392,260.6258,766,1,1,3,5,Inactive,1048.196
LC-17050,Liz Carlisle,2017-11-06,5,2095.064,86.77799999999999,55,3,2,3,8,Potential Loyalists,419.01279999999997
RH-19600,Rob Haberlin,2016-07-14,3,2085.7400000000002,172.6261,535,1,1,3,5,Inactive,695.2466666666668
TG-21640,Trudy Glocke,2017-09-07,4,2074.661,365.7205,115,2,2,3,7,Inactive,518.66525
ML-17755,Max Ludwig,2017-12-01,7,2071.9139999999998,409.51120000000003,30,4,4,3,11,Loyal Customers,295.9877142857143
RB-19705,Roger Barcio,2017-11-06,4,2067.45,243.07549999999998,55,3,2,3,8,Potential Loyalists,516.8625
TS-21430,Tom Stivers,2017-07-11,5,2054.14,48.70169999999999,173,2,3,3,8,At Risk - High Spend,410.828
AF-10870,Art Ferguson,2017-11-19,7,2052.908,317.9712,42,4,3,3,10,Recent Customers,293.27257142857144
CD-11920,Carlos Daly,2017-11-20,5,2033.968,426.661,41,4,2,3,9,Recent Customers,406.7936
NF-18595,Nicole Fjeld,2017-09-07,7,2031.472,388.2131,115,2,4,3,9,Loyal Customers,290.2102857142857
DJ-13420,Denny Joy,2016-04-02,4,2012.52,483.03499999999997,638,1,1,3,5,Inactive,503.13
VB-21745,Victoria Brennan,2017-11-06,6,2005.596,371.2398,55,3,3,3,9,Potential Loyalists,334.266
HP-14815,Harold Pawlan,2017-11-30,7,1990.314,373.8637,31,4,4,3,11,Loyal Customers,284.33057142857143
DB-13615,Doug Bickford,2017-11-27,7,1989.05,438.80119999999994,34,4,3,3,10,Recent Customers,284.15
PG-18895,Paul Gonzalez,2017-11-03,9,1987.164,334.5163,58,3,5,3,11,Loyal Customers,220.796
NB-18655,Nona Balk,2017-12-11,9,1972.599,117.6429,20,5,5,3,13,Loyal Customers,219.17766666666665
SW-20275,Scott Williamson,2017-11-30,6,1966.65,332.8725,31,4,3,3,10,Recent Customers,327.77500000000003
LD-17005,Lisa DeCherney,2016-11-11,4,1961.934,557.1714,415,1,1,3,5,Inactive,490.4835
CB-12415,Christy Brittain,2017-12-04,8,1949.2,272.3883,27,5,4,3,12,Loyal Customers,243.65
TP-21565,Tracy Poddar,2017-01-14,4,1936.6399999999999,139.22869999999995,351,1,2,3,6,Inactive,484.15999999999997
JO-15280,Jas O'Carroll,2017-09-29,6,1934.272,202.13619999999997,93,3,3,3,9,Potential Loyalists,322.3786666666667
JF-15355,Jay Fein,2017-09-16,6,1911.844,330.199,106,2,3,3,8,At Risk - High Spend,318.6406666666667
ME-17725,Max Engle,2017-12-02,8,1908.4532,77.81280000000001,29,4,4,3,11,Loyal Customers,238.55665
SV-20935,Susan Vittorini,2017-12-28,8,1903.491,106.8912,3,5,4,3,12,Loyal Customers,237.936375
KD-16345,Katherine Ducich,2017-11-19,6,1888.964,328.5942,42,4,3,3,10,Recent Customers,314.82733333333334
GD-14590,Giulietta Dortch,2017-12-25,4,1888.07,230.93729999999996,6,5,1,3,9,Recent Customers,472.0175
SG-20470,Sheri Gordon,2017-06-30,8,1884.798,-119.0105,184,2,4,3,9,Loyal Customers,235.59975
LR-17035,Lisa Ryan,2017-08-20,5,1879.306,-382.8079,133,2,2,3,7,Inactive,375.8612
SC-20440,Shaun Chance,2017-11-24,7,1874.998,379.5611,37,4,4,3,11,Loyal Customers,267.85685714285717
BG-11695,Brooke Gillingham,2017-11-24,6,1874.172,107.5715,37,4,3,3,10,Recent Customers,312.362
SP-20650,Stephanie Phelps,2016-12-09,9,1872.4360000000001,268.4782,387,1,5,3,9,Loyal Customers,208.04844444444447
NG-18355,Nat Gilpin,2017-11-12,5,1869.58,313.63349999999997,49,4,2,3,9,Recent Customers,373.916
CD-12790,Cynthia Delaney,2016-11-26,5,1860.732,403.8422,400,1,2,3,6,Inactive,372.14639999999997
SN-20560,Skye Norling,2017-09-10,6,1860.418,-716.8565000000001,112,2,3,3,8,At Risk - High Spend,310.06966666666665
PR-18880,Patrick Ryan,2017-11-24,5,1840.178,247.6226,37,4,2,3,9,Recent Customers,368.03560000000004
AJ-10945,Ashley Jarboe,2017-10-06,7,1839.24,521.1351999999999,86,3,3,3,9,Potential Loyalists,262.74857142857144
PC-18745,Pamela Coakley,2017-12-28,4,1832.064,272.685,3,5,2,3,10,Recent Customers,458.016
